iter,rf_ns
1465,379.73
1466,46.63
1467,599.57
1468,199.86
1469,79.94
1470,722.81
1471,46.63
1472,199.86
1473,589.57
1474,236.50
1475,166.55
1476,349.75
1477,319.77
1478,496.31
1479,46.63
1480,43.30
1481,259.81
1482,592.91
1483,326.43
1484,119.91
1485,76.61
1486,409.70
1487,423.03
1488,169.88
1489,189.86
1490,43.30
1491,49.96
1492,53.29
1493,223.17
1494,46.63
1495,46.63
1496,286.46
1497,296.45
1498,96.60
1499,426.36
1500,339.75
1501,256.48
1502,456.34
1503,522.96
1504,179.87
1505,49.96
1506,233.16
1507,63.29
1508,46.63
1509,46.63
1510,199.86
1511,549.60
1512,729.47
1513,413.04
1514,266.47
1515,176.54
1516,226.50
1517,49.96
1518,46.63
1519,49.96
1520,263.14
1521,333.09
1522,456.34
1523,206.52
1524,159.88
1525,183.20
1526,46.63
1527,336.42
1528,156.55
1529,46.63
1530,66.62
1531,49.96
1532,559.60
1533,482.98
1534,286.46
1535,83.27
1536,223.17
1537,373.06
1538,596.24
1539,326.43
1540,386.39
1541,46.63
1542,283.13
1543,419.70
1544,46.63
1545,46.63
1546,199.86
1547,179.87
1548,219.84
1549,249.82
1550,526.29
1551,153.22
1552,149.89
1553,59.96
1554,246.49
1555,186.53
1556,233.16
1557,393.05
1558,46.63
1559,549.60
1560,186.53
1561,46.63
1562,652.86
1563,269.81
1564,46.63
1565,876.03
1566,246.49
1567,76.61
1568,439.68
1569,46.63
1570,323.10
1571,59.96
1572,303.11
1573,209.85
1574,326.43
1575,476.32
1576,266.47
1577,46.63
1578,706.16
1579,46.63
1580,219.84
1581,46.63
1582,469.66
1583,46.63
1584,476.32
1585,233.16
1586,236.50
1587,266.47
1588,383.06
1589,79.94
1590,46.63
1591,143.23
1592,46.63
1593,349.75
1594,116.58
1595,496.31
1596,159.88
1597,46.63
1598,76.61
1599,559.60
1600,739.47
1601,59.96
1602,46.63
1603,189.86
1604,289.79
1605,466.33
1606,383.06
1607,46.63
1608,173.21
1609,246.49
1610,46.63
1611,46.63
1612,46.63
1613,189.86
1614,346.42
1615,59.96
1616,46.63
1617,49.96
1618,203.19
1619,313.11
1620,273.14
1621,329.76
1622,46.63
1623,176.54
1624,343.09
1625,263.14
1626,186.53
1627,286.46
1628,223.17
1629,159.88
1630,116.58
1631,839.39
1632,249.82
1633,436.35
1634,46.63
1635,326.43
1636,46.63
1637,59.96
1638,333.09
1639,46.63
1640,129.91
1641,303.11
1642,316.44
1643,219.84
1644,256.48
1645,259.81
1646,233.16
1647,472.99
1648,542.94
1649,233.16
1650,279.80
1651,489.65
1652,556.26
1653,339.75
1654,106.59
1655,226.50
1656,376.39
1657,129.91
1658,226.50
1659,316.44
1660,636.21
1661,456.34
1662,129.91
1663,249.82
1664,163.22
1665,233.16
1666,43.30
1667,209.85
1668,46.63
1669,209.85
1670,46.63
1671,149.89
1672,46.63
1673,426.36
1674,353.08
1675,399.71
1676,46.63
1677,46.63
1678,186.53
1679,156.55
1680,266.47
1681,143.23
1682,46.63
1683,259.81
1684,249.82
1685,46.63
1686,46.63
1687,399.71
1688,46.63
1689,113.25
1690,153.22
1691,562.93
1692,213.18
1693,393.05
1694,309.78
1695,346.42
1696,336.42
1697,103.26
1698,356.41
1699,463.00
1700,46.63
1701,549.60
1702,356.41
1703,46.63
1704,46.63
1705,679.51
1706,379.73
1707,213.18
1708,453.01
1709,619.55
1710,439.68
1711,256.48
1712,193.19
1713,83.27
1714,502.97
1715,46.63
1716,239.83
1717,449.68
1718,349.75
